계정항목,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
한국은행 기준금리,4.5,5,3,2,2.5,3.25,2.75,2.5,2,1.5,1.25,1.5,1.75,1.25,0.5,1,3.25,3.5,3
