행정구역별,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
전국,294.6,202.6,241.3,289.2,266.6,286.6,271.2,274.4,316.2,329.8,328.9,350,483.4,326.3,439.6,491.3,414.5,489.2,500.1
